Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
MYO3A	10	26223196	26501456	GO:0000146	microfilament motor activity	IDA	molecular_function	"Catalysis of movement along a microfilament, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP)." [GOC:mah, ISBN:0815316194]
MYO3A	10	26223196	26501456	GO:0048839	inner ear development	IEA	biological_process	"The process whose specific outcome is the progression of the inner ear over time, from its formation to the mature structure." [GOC:sr]
MYO3A	10	26223196	26501456	GO:0016772	transferase activity, transferring phosphorus-containing groups	IEA	molecular_function	"Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)." [GOC:jl, ISBN:0198506732]
MYO3A	10	26223196	26501456	GO:0032433	filopodium tip	IEA	cellular_component	"The end of a filopodium distal to the body of the cell." [GOC:mah]
MYO3A	10	26223196	26501456	GO:0046777	protein autophosphorylation	IDA	biological_process	"The phosphorylation by a protein of one or more of its own amino acid residues, or residues on an identical protein." [ISBN:0198506732]
MYO3A	10	26223196	26501456	GO:0018105	peptidyl-serine phosphorylation	IEA	biological_process	"The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine." [RESID:AA0037]
MYO3A	10	26223196	26501456	GO:0051491	positive regulation of filopodium assembly	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone." [GOC:ai, GOC:dph, GOC:tb]
MYO3A	10	26223196	26501456	GO:0032426	stereocilium bundle tip	IEA	cellular_component	"The end of a stereocilium bundle, distal to the site of the bundle's attachment to the apical cell surface." [GOC:ecd, PMID:17021180]
MYO3A	10	26223196	26501456	GO:0031941	filamentous actin	IDA	cellular_component	"A two-stranded helical polymer of the protein actin." [GOC:mah]
MYO3A	10	26223196	26501456	GO:0030175	filopodium	IDA	cellular_component	"Thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone; usually approximately 0.1 um wide, 5-10 um long, can be up to 50 um long in axon growth cones; contains a loose bundle of about 20 actin filaments oriented with their plus ends pointing outward." [GOC:mah, ISBN:0815316194]
MYO3A	10	26223196	26501456	GO:0043531	ADP binding	IDA	molecular_function	"Interacting selectively and non-covalently with ADP, adenosine 5'-diphosphate." [GOC:jl]
MYO3A	10	26223196	26501456	GO:0051015	actin filament binding	IEA	molecular_function	"Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits." [ISBN:0198506732]
MYO3A	10	26223196	26501456	GO:0016459	myosin complex	IEA	cellular_component	"A protein complex, formed of one or more myosin heavy chains plus associated light chains and other proteins, that functions as a molecular motor; uses the energy of ATP hydrolysis to move actin filaments or to move vesicles or other cargo on fixed actin filaments; has magnesium-ATPase activity and binds actin. Myosin classes are distinguished based on sequence features of the motor, or head, domain, but also have distinct tail regions that are believed to bind specific cargoes." [GOC:mah, http://www.mrc-lmb.cam.ac.uk/myosin/Review/Reviewframeset.html, ISBN:96235764]
MYO3A	10	26223196	26501456	GO:0018107	peptidyl-threonine phosphorylation	IEA	biological_process	"The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine." [RESID:AA0038]
MYO3A	10	26223196	26501456	GO:0007605	sensory perception of sound	IMP	biological_process	"The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound." [GOC:ai]
MYO3A	10	26223196	26501456	GO:0003774	motor activity	IEA	molecular_function	"Catalysis of movement along a polymeric molecule such as a microfilament or microtubule, coupled to the hydrolysis of a nucleoside triphosphate." [GOC:mah, ISBN:0815316194]
MYO3A	10	26223196	26501456	GO:0005516	calmodulin binding	IDA	molecular_function	"Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states." [GOC:krc]
MYO3A	10	26223196	26501456	GO:0001917	photoreceptor inner segment	IEA	cellular_component	"The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs." [GOC:add, PMID:12019563]
MYO3A	10	26223196	26501456	GO:0004713	protein tyrosine kinase activity	IEA	molecular_function	"Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate." [EC:2.7.10]
MYO3A	10	26223196	26501456	GO:0006468	protein phosphorylation	IEA	biological_process	"The process of introducing a phosphate group on to a protein." [GOC:hb]
MYO3A	10	26223196	26501456	GO:0050896	response to stimulus	IEA	biological_process	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism." [GOC:ai, GOC:bf]
MYO3A	10	26223196	26501456	GO:0004672	protein kinase activity	IDA	molecular_function	"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP." [MetaCyc:PROTEIN-KINASE-RXN]
MYO3A	10	26223196	26501456	GO:0007601	visual perception	IEA	biological_process	"The series of events required for an organism to receive a visual stimulus, convert it to a molecular signal, and recognize and characterize the signal. Visual stimuli are detected in the form of photons and are processed to form an image." [GOC:ai]
MYO3A	10	26223196	26501456	GO:0004674	protein serine/threonine kinase activity	IEA	molecular_function	"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate." [GOC:bf]
MYO3A	10	26223196	26501456	GO:0005737	cytoplasm	IEA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
MYO3A	10	26223196	26501456	GO:0005524	ATP binding	IEA	molecular_function	"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator." [ISBN:0198506732]
MYO3A	10	26223196	26501456	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
MYO3A	10	26223196	26501456	GO:0007605	sensory perception of sound	IEA	biological_process	"The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound." [GOC:ai]
MYO3A	10	26223196	26501456	GO:0046777	protein autophosphorylation	IEA	biological_process	"The phosphorylation by a protein of one or more of its own amino acid residues, or residues on an identical protein." [ISBN:0198506732]
MYO3A	10	26223196	26501456	GO:0000146	microfilament motor activity	IEA	molecular_function	"Catalysis of movement along a microfilament, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP)." [GOC:mah, ISBN:0815316194]
MYO3A	10	26223196	26501456	GO:0004672	protein kinase activity	IEA	molecular_function	"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP." [MetaCyc:PROTEIN-KINASE-RXN]
SOHLH2	13	36742345	36871979	GO:0048477	oogenesis	IEA	biological_process	"The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster." [GOC:kmv, GOC:mtg_sensu]
SOHLH2	13	36742345	36871979	GO:0046983	protein dimerization activity	IEA	molecular_function	"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits." [ISBN:0198506732]
SOHLH2	13	36742345	36871979	GO:0006355	regulation of transcription, DNA-dependent	IEA	biological_process	"Any process that modulates the frequency, rate or extent of cellular DNA-dependent transcription." [GOC:go_curators, GOC:txnOH]
SOHLH2	13	36742345	36871979	GO:0007283	spermatogenesis	IEA	biological_process	"The process of formation of spermatozoa, including spermatocytogenesis and spermiogenesis." [GOC:jid, ISBN:9780878933846]
SOHLH2	13	36742345	36871979	GO:0003677	DNA binding	IEA	molecular_function	"Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)." [GOC:dph, GOC:jl, GOC:tb, GOC:vw]
SOHLH2	13	36742345	36871979	GO:0007275	multicellular organismal development	IEA	biological_process	"The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)." [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]
SOHLH2	13	36742345	36871979	GO:0030154	cell differentiation	IEA	biological_process	"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state." [ISBN:0198506732]
SOHLH2	13	36742345	36871979	GO:0006351	transcription, DNA-templated	IEA	biological_process	"The cellular synthesis of RNA on a template of DNA." [GOC:jl, GOC:txnOH]
